745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
1955:1956=0.36191457509994507,2313=0.339068740606308,1954=0.33166763186454773,3471=0.3240801692008972,1962=0.31923073530197144,3359=0.3129878044128418,2352=0.3120618462562561,1293=0.310009628534317,3363=0.30771729350090027,1674=0.30608004331588745
3699:2407=0.405754417181015,1374=0.4004277288913727,3471=0.37990492582321167,1375=0.37761390209198,1376=0.37706103920936584,2640=0.37281957268714905,1270=0.3665117919445038,2011=0.36389973759651184,2985=0.361076682806015,2528=0.3587885797023773
2427:2028=0.35680878162384033,2890=0.3384752571582794,6=0.3272722065448761,1213=0.32579153776168823,1222=0.3219817280769348,858=0.317965030670166,457=0.3160969316959381,1090=0.31584030389785767,1208=0.31580105423927307,2278=0.3150084912776947
2852:2313=0.30264246463775635,2929=0.2903667986392975,1956=0.2811450660228729,1674=0.2786101996898651,1124=0.27352097630500793,1962=0.27228957414627075,3098=0.27017873525619507,3071=0.265316903591156,1186=0.2625918686389923,1299=0.2612933814525604
2916:589=0.5660470724105835,2571=0.5564767122268677,1580=0.5538941025733948,480=0.5475084185600281,1240=0.52862149477005,457=0.5212718844413757,1527=0.5157379508018494,1196=0.5082062482833862,1356=0.5061163902282715,780=0.4994245171546936
457:1610=0.5625643730163574,589=0.5356355309486389,1036=0.527336835861206,2916=0.521271824836731,733=0.5196706652641296,377=0.5189679861068726,2571=0.5162519216537476,2028=0.4992128908634186,1370=0.4985329210758209,3256=0.49479198455810547
2002:1918=0.5824214220046997,2001=0.477401465177536,1370=0.47045138478279114,165=0.46836721897125244,1377=0.43729034066200256,736=0.43297621607780457,780=0.42305877804756165,1552=0.42302873730659485,95=0.42027848958969116,153=0.4202216565608978
1954:1036=0.47665417194366455,1387=0.46076157689094543,2194=0.4468073546886444,2000=0.443376362323761,1240=0.4266137480735779,260=0.42448797821998596,2947=0.42388466000556946,1610=0.4220970869064331,2409=0.4208926558494568,1196=0.41822388768196106
1259:2791=0.44973036646842957,1968=0.4480142891407013,1270=0.4469761252403259,2918=0.43288514018058777,1196=0.4240090847015381,1197=0.4193659722805023,1079=0.4181438088417053,1394=0.41770458221435547,2716=0.41744714975357056,2804=0.41671690344810486
380:733=0.49807897210121155,1370=0.48791319131851196,648=0.4817723333835602,377=0.4775923788547516,1580=0.46881040930747986,2916=0.46824729442596436,457=0.4621729552745819,349=0.45694324374198914,736=0.445095419883728,1377=0.44349321722984314
2717:2003=0.4915919899940491,2134=0.400754451751709,1091=0.39567190408706665,2378=0.39434897899627686,2011=0.39305970072746277,2478=0.3921421766281128,3033=0.39185380935668945,2794=0.38545602560043335,2470=0.3838607668876648,2375=0.3813391923904419
498:113=0.2712628245353699,2250=0.22195063531398773,1841=0.21775177121162415,375=0.21532215178012848,1651=0.207611545920372,451=0.19563232362270355,2283=0.18918469548225403,491=0.1862494945526123,3528=0.183657705783844,2885=0.178571417927742
3108:235=0.40005621314048767,1265=0.3993930220603943,2108=0.3927329480648041,21=0.3851093649864197,1747=0.37334153056144714,357=0.3700251877307892,1079=0.3690561056137085,2321=0.36228036880493164,39=0.36226338148117065,1784=0.36221182346343994
165:1370=0.5634869933128357,733=0.4703826904296875,2002=0.46836718916893005,1608=0.4624673128128052,292=0.4472157061100006,1552=0.44643938541412354,1722=0.4428372383117676,380=0.44099003076553345,377=0.4354415535926819,10=0.4305107891559601
480:1580=0.5764893293380737,589=0.5592531561851501,2916=0.5475084185600281,2571=0.5452846884727478,260=0.5082358121871948,1196=0.5059661269187927,1544=0.49373477697372437,457=0.49154552817344666,110=0.48939254879951477,1210=0.4886075556278229
1792:95=0.4438326358795166,165=0.41364824771881104,1370=0.3957732021808624,1687=0.3951779007911682,2002=0.39247480034828186,349=0.39136767387390137,1918=0.39112991094589233,1552=0.38769620656967163,733=0.38646039366722107,2334=0.3700181543827057
1213:296=0.5535496473312378,608=0.5323939323425293,318=0.49033477902412415,50=0.4768718481063843,1089=0.46937280893325806,593=0.4686848521232605,1617=0.45920222997665405,527=0.4460678994655609,2858=0.4331704378128052,2028=0.4322994649410248
2571:589=0.597810685634613,2916=0.5564767718315125,1580=0.5509077906608582,1196=0.5455886721611023,480=0.5452846884727478,1240=0.5442284941673279,260=0.5334671139717102,1210=0.5186583399772644,457=0.5162518620491028,780=0.5092471837997437
356:1265=0.4965769052505493,597=0.4466859996318817,1393=0.445387065410614,1784=0.44325482845306396,1270=0.439765989780426,1580=0.4395703673362732,2028=0.43869033455848694,587=0.43290871381759644,1=0.4307810664176941,1196=0.42922914028167725
2278:6=0.44943854212760925,474=0.4288681447505951,2058=0.4180610775947571,733=0.41422727704048157,1370=0.40936172008514404,2353=0.4085657000541687,3256=0.40848058462142944,457=0.4035683572292328,1610=0.40011686086654663,377=0.3977257311344147
1385:1370=0.43099093437194824,165=0.42525094747543335,204=0.4214825928211212,292=0.4197733998298645,95=0.39421966671943665,208=0.38644370436668396,3107=0.38559186458587646,786=0.38245347142219543,474=0.3812341094017029,2002=0.380861759185791
1217:2019=0.3509289026260376,3091=0.33390140533447266,1224=0.3229450285434723,923=0.29341694712638855,750=0.2882964611053467,1199=0.2806240916252136,111=0.2786243259906769,1208=0.27698978781700134,1237=0.27529197931289673,1185=0.2735217213630676
2728:1287=0.3347312808036804,1250=0.3140776753425598,1207=0.3115776479244232,1208=0.3096159100532532,1247=0.3044259548187256,1219=0.30239835381507874,954=0.2992847263813019,3468=0.29671481251716614,1204=0.2964684069156647,1262=0.2959442138671875
1431:333=0.33068546652793884,833=0.31634801626205444,88=0.29572364687919617,784=0.28764671087265015,19=0.2873859405517578,2195=0.2797565460205078,419=0.2796551585197449,2860=0.278391569852829,63=0.27481192350387573,65=0.2744908332824707
1378:1379=0.48704615235328674,2478=0.38790005445480347,2001=0.37655577063560486,3441=0.3703620135784149,368=0.36985543370246887,592=0.3617849349975586,2003=0.36008092761039734,2406=0.3589019179344177,2402=0.3582952618598938,2115=0.35350096225738525
1641:1265=0.444816529750824,357=0.4205980896949768,2321=0.41778796911239624,1784=0.4140949547290802,1=0.41369494795799255,39=0.40437498688697815,1923=0.3999975025653839,2396=0.3976661264896393,3253=0.3967988193035126,2359=0.3912726938724518
3671:3421=0.47990623116493225,1278=0.47562262415885925,1136=0.4411289393901825,1294=0.43011733889579773,1079=0.409557044506073,1234=0.40611472725868225,2174=0.40532049536705017,2791=0.4032222330570221,3363=0.4018438756465912,1220=0.4005943536758423
3168:1952=0.35356011986732483,2871=0.34285277128219604,111=0.330761581659317,1084=0.3281168043613434,923=0.32231560349464417,1103=0.319896936416626,1247=0.3154028654098511,1252=0.31459280848503113,1219=0.3113631010055542,1276=0.3112579584121704
2997:2858=0.5406800508499146,2599=0.45649439096450806,296=0.44987228512763977,608=0.4491681158542633,223=0.4419962167739868,2396=0.4406791925430298,2395=0.43914759159088135,2762=0.4331643283367157,2959=0.4188065230846405,1617=0.41638776659965515
653:3489=0.42461955547332764,2=0.4001607894897461,316=0.38382813334465027,2193=0.3728686273097992,1377=0.3642895221710205,2617=0.3611431121826172,2161=0.35681456327438354,2006=0.3536973297595978,733=0.3490053117275238,1527=0.347726970911026
3534:3408=0.296391099691391,3565=0.29109513759613037,3510=0.2555924654006958,3753=0.25197532773017883,3481=0.24932700395584106,3798=0.23723508417606354,3160=0.23507513105869293,3512=0.2308558076620102,3555=0.22954830527305603,3578=0.22550638020038605
1266:553=0.40374070405960083,590=0.40157628059387207,608=0.38976553082466125,296=0.38941195607185364,1089=0.3879167139530182,593=0.38704875111579895,1240=0.36785802245140076,2921=0.36584708094596863,1213=0.3657766580581665,3508=0.3656637370586395
2617:733=0.43799373507499695,2167=0.4145950973033905,380=0.40405282378196716,1552=0.4035750925540924,1917=0.4032355546951294,316=0.4029351472854614,1544=0.40271466970443726,780=0.40239185094833374,480=0.40212956070899963,2006=0.39948785305023193
2735:2134=0.3930533826351166,2378=0.3892516791820526,2421=0.38280490040779114,2470=0.37530258297920227,2001=0.37157031893730164,2405=0.37124547362327576,2003=0.370532363653183,592=0.37018340826034546,2115=0.36290243268013,2133=0.36159735918045044
104:1777=0.4149428904056549,1517=0.4056577682495117,231=0.4027436673641205,1923=0.39819470047950745,333=0.39563968777656555,344=0.3933958113193512,216=0.38748347759246826,3253=0.38261935114860535,2335=0.37060320377349854,1485=0.3696531653404236
1079:2918=0.5051979422569275,1394=0.4975069463253021,3361=0.4869083762168884,1307=0.46423372626304626,2915=0.45629337430000305,1270=0.45216697454452515,1136=0.45127013325691223,2174=0.4481816291809082,2791=0.4471904933452606,2716=0.43938887119293213
1379:1378=0.48704615235328674,368=0.37928491830825806,2002=0.3338765501976013,1918=0.323838472366333,553=0.3211008906364441,2478=0.30503836274147034,353=0.30485379695892334,1377=0.30137673020362854,485=0.30024629831314087,165=0.30009061098098755
733:457=0.5196706056594849,349=0.5154644250869751,1370=0.503109872341156,377=0.5014604926109314,380=0.49807894229888916,1610=0.49803611636161804,1552=0.4966301918029785,3256=0.4923913776874542,1608=0.48871147632598877,1573=0.4882565438747406
3619:3834=0.1812029778957367,3605=0.18100255727767944,2518=0.1792420744895935,3430=0.17693383991718292,3804=0.17615769803524017,2409=0.1757795214653015,2402=0.17569351196289062,2262=0.17531128227710724,2862=0.1747608184814453,1129=0.16901887953281403
590:2028=0.42518743872642517,356=0.4191288352012634,150=0.41491222381591797,593=0.4148505628108978,2268=0.4146193861961365,480=0.4145575761795044,1198=0.41105398535728455,1610=0.40601709485054016,318=0.4054616093635559,1196=0.4046700596809387
3552:1663=0.48925596475601196,3210=0.47334209084510803,2918=0.4557313024997711,3039=0.44530189037323,1220=0.44501993060112,2915=0.4367186427116394,2144=0.43192973732948303,2371=0.4297191798686981,3591=0.42564982175827026,2797=0.4222395718097687
1261:1215=0.4449063837528229,1982=0.32947298884391785,2003=0.32573050260543823,2459=0.32348552346229553,3018=0.3217114508152008,70=0.31316420435905457,968=0.3128455579280853,2867=0.31230542063713074,2118=0.3075057864189148,610=0.3039937913417816
1136:1080=0.5443222522735596,1278=0.47807541489601135,1394=0.46132975816726685,3421=0.46051254868507385,1079=0.45127013325691223,2918=0.4493720531463623,1197=0.4453166425228119,1196=0.4442557692527771,3671=0.4411289393901825,260=0.4382593333721161
1291:1198=0.5862064957618713,2115=0.5484989881515503,592=0.5479412078857422,1036=0.5352868437767029,1196=0.5274919271469116,1210=0.5198530554771423,260=0.5115189552307129,1240=0.4920376241207123,2000=0.475467324256897,2406=0.46707576513290405
2470:2471=0.4908348023891449,592=0.46403560042381287,2406=0.4629022777080536,2115=0.4466894268989563,2405=0.44611790776252747,2797=0.4458964169025421,3448=0.4412699341773987,2407=0.44011181592941284,2011=0.4390662908554077,2100=0.4303573966026306
2167:353=0.4154956340789795,2617=0.4145950973033905,733=0.41189178824424744,1370=0.3983297348022461,2273=0.3942689597606659,1527=0.391518771648407,380=0.38844114542007446,163=0.38767850399017334,1573=0.3848511874675751,2353=0.38419970870018005
1304:1234=0.4528462588787079,858=0.4221924841403961,1387=0.4174923598766327,1276=0.41096994280815125,1953=0.4094933569431305,260=0.4019567370414734,1294=0.4002281129360199,1221=0.3938542604446411,2944=0.39162904024124146,3671=0.3906116485595703
3421:3671=0.47990620136260986,1136=0.46051257848739624,1278=0.44236117601394653,2918=0.4305928349494934,3363=0.43021634221076965,1079=0.42850640416145325,1220=0.4251720607280731,1270=0.4218873381614685,1234=0.4200577139854431,3552=0.42000889778137207
1615:1620=0.2808097004890442,733=0.2796739935874939,2126=0.27543139457702637,1552=0.2687551975250244,257=0.2634526491165161,1892=0.2634173035621643,2058=0.26144447922706604,1499=0.2605369985103607,474=0.2564520239830017,832=0.25327107310295105
2115:1291=0.5484989881515503,592=0.541523277759552,2406=0.4861845076084137,1198=0.46787822246551514,1036=0.4628969728946686,1101=0.4602287709712982,2000=0.45572832226753235,2470=0.4466894268989563,1196=0.44346946477890015,1275=0.44013431668281555
2692:2997=0.3687209188938141,2858=0.3671155571937561,50=0.3643394708633423,296=0.35818788409233093,608=0.3542982339859009,2599=0.3449763357639313,1617=0.34381186962127686,1089=0.3422323763370514,3481=0.3315980136394501,2580=0.32874614000320435
1214:1200=0.5797052979469299,1240=0.5624749660491943,260=0.5398925542831421,1196=0.5216773748397827,1387=0.514737606048584,541=0.5041547417640686,589=0.4973190128803253,3471=0.48591378331184387,1198=0.4844554364681244,2571=0.48410576581954956
2366:2648=0.4028046727180481,1387=0.39384743571281433,1214=0.37905755639076233,1201=0.3569803833961487,2664=0.34419018030166626,1287=0.3438210189342499,2529=0.3385714590549469,1240=0.33751869201660156,1278=0.3368379771709442,2947=0.3355960547924042
1387:1214=0.514737606048584,260=0.4874354302883148,1198=0.4764682948589325,1036=0.4723351001739502,1240=0.461521714925766,1954=0.46076154708862305,1196=0.46004998683929443,1200=0.4576980471611023,1291=0.4555107355117798,858=0.44911879301071167
3702:3703=0.5491746664047241,3704=0.4777850806713104,1240=0.46412691473960876,1214=0.4555809199810028,2529=0.4360828995704651,1200=0.4358446002006531,3527=0.4354671239852905,1374=0.4234916865825653,2916=0.4219624698162079,2985=0.41328588128089905
2951:1201=0.5354887843132019,3681=0.47831207513809204,2921=0.4418819844722748,2922=0.4316379725933075,2944=0.4082092344760895,3508=0.36882904171943665,2401=0.36816245317459106,1954=0.3478596806526184,1266=0.3427307605743408,2947=0.3410491347312927
3527:2985=0.5553985834121704,1240=0.5383333563804626,1200=0.5383045673370361,1374=0.4865933358669281,2916=0.4815162718296051,1036=0.47967684268951416,1214=0.4743025600910187,1196=0.4679812788963318,2640=0.46660465002059937,2571=0.460334837436676
1240:1200=0.5804047584533691,589=0.5692777037620544,1196=0.5646692514419556,1214=0.5624749660491943,1036=0.5523406863212585,260=0.547705888748169,2571=0.5442284941673279,3527=0.5383333563804626,2916=0.52862149477005,1210=0.5269637703895569
1201:2951=0.5354888439178467,2944=0.4447157680988312,3681=0.4209374785423279,2947=0.4084194600582123,2921=0.4031016230583191,1954=0.3973587155342102,1036=0.3926604092121124,2922=0.389202356338501,1240=0.3847540020942688,1304=0.38130953907966614
1036:1240=0.5523406863212585,1291=0.5352868437767029,457=0.527336835861206,1198=0.5205104351043701,592=0.5092098116874695,2000=0.5090608596801758,1196=0.5034976005554199,1610=0.4983784258365631,1370=0.49625083804130554,2194=0.4916369915008545
908:904=0.45959049463272095,903=0.440913587808609,912=0.4271097779273987,923=0.42290687561035156,1252=0.40470850467681885,919=0.4038989543914795,1219=0.3976953327655792,1247=0.39069926738739014,1207=0.38935497403144836,1267=0.387759804725647
224:1441=0.32822567224502563,357=0.31070560216903687,2291=0.29889804124832153,3108=0.29492834210395813,597=0.2940661907196045,1183=0.29261213541030884,440=0.2897877097129822,39=0.28796952962875366,539=0.2831142544746399,3255=0.28241413831710815
1529:166=0.36045536398887634,2864=0.32354217767715454,108=0.29460594058036804,1121=0.2585168480873108,183=0.25054582953453064,874=0.24980945885181427,1652=0.2472703754901886,3573=0.246640145778656,997=0.2369948774576187,1773=0.2366025298833847
2058:2353=0.46090060472488403,733=0.45439448952674866,3256=0.4460652768611908,1370=0.4440109431743622,457=0.4349801242351532,377=0.4302811324596405,1608=0.4222804009914398,1552=0.4193955957889557,2278=0.4180610775947571,349=0.41369500756263733
3386:2268=0.3801116943359375,300=0.3602529764175415,1393=0.3599870502948761,590=0.3535919189453125,1120=0.3518587052822113,1704=0.34881865978240967,150=0.3485174775123596,608=0.34714677929878235,1213=0.3462037444114685,296=0.34457433223724365
1732:1089=0.40698614716529846,50=0.40224429965019226,296=0.39783450961112976,1923=0.3947537839412689,1500=0.3905496895313263,608=0.3891666531562805,1265=0.3838806748390198,47=0.3799985945224762,1517=0.3757985532283783,2395=0.36857250332832336
357:39=0.4619557559490204,1265=0.4602147042751312,597=0.43625131249427795,440=0.4294990301132202,539=0.4263554811477661,2396=0.42458435893058777,11=0.42323946952819824,1641=0.4205980896949768,1569=0.41374489665031433,708=0.41147229075431824
2282:235=0.2816310524940491,2155=0.2781431972980499,2395=0.27037858963012695,1279=0.2693901062011719,778=0.26630133390426636,2599=0.26440897583961487,1449=0.26051458716392517,1885=0.2566438913345337,1916=0.25272950530052185,562=0.25268805027008057
36:318=0.4068983197212219,608=0.39951446652412415,1704=0.3955806791782379,527=0.37964868545532227,296=0.37464725971221924,593=0.3733465075492859,25=0.3675709664821625,1358=0.3674563467502594,1213=0.3643137216567993,1393=0.36382338404655457
